high,low,open,close,volume,time
10394.2,10394.2,10394.2,10394.2,79.723514,16:14:59.999
10390.0,10370.0,10385.2,10370.0,746.190144,16:19:59.999
10370.0,10370.0,10370.0,10370.0,74.3529,16:22:59.999
10370.0,10370.0,10370.0,10370.0,76.1158,16:23:59.999
10371.0,10371.0,10371.0,10371.0,78.09363,16:25:59.999
10371.0,10355.0,10371.0,10355.0,33495.27378,16:26:59.999
10362.18,10349.18,10351.0,10349.18,32832.6438888,16:27:59.999
10362.81,10349.18,10349.18,10362.81,42534.143479,16:28:59.999
10380.19,10366.0,10366.0,10380.19,14951.1706313,16:29:59.999
10362.81,10355.0,10362.0,10362.81,31297.4960253,16:30:59.999
10357.18,10357.18,10357.18,10357.18,877.771005,16:31:59.999
10362.81,10362.81,10362.81,10362.81,340.936449,16:32:59.999
10340.0,10340.0,10340.0,10340.0,28.952,16:35:59.999
10356.18,10356.18,10356.18,10356.18,139.80843,16:36:59.999
10330.0,10325.0,10330.0,10325.0,4685.80045,16:37:59.999
10315.83,10315.83,10315.83,10315.83,3579.7993266,16:38:59.999
10326.0,10315.0,10326.0,10315.0,18577.01622,16:39:59.999
10318.99,10318.99,10318.99,10318.99,14699.1948752,16:40:59.999
10328.6,10328.6,10328.6,10328.6,18570.8228,16:41:59.999
10310.0,10300.0,10310.0,10300.0,34.824,16:44:59.999
10250.0,10249.96,10250.0,10249.96,4381.1460572,16:45:59.999
10200.0,10200.0,10200.0,10200.0,2661.078,16:46:59.999
10308.16,10308.16,10308.16,10308.16,41.23264,16:50:59.999
10327.14,10325.66,10327.14,10325.66,773.6805272,16:58:59.999
10380.0,10352.45,10352.45,10380.0,2347.368511,17:01:59.999
10388.2,10364.81,10388.2,10364.81,1401.6176483,17:02:59.999
10344.86,10344.86,10344.86,10344.86,147.2073578,17:04:59.999
10362.81,10355.81,10355.81,10362.81,2944.7458054,17:07:59.999
10356.81,10356.81,10356.81,10356.81,156.8021034,17:08:59.999
10360.81,10360.81,10360.81,10360.81,3881.3666422,17:09:59.999
10368.81,10368.81,10368.81,10368.81,158.7464811,17:10:59.999
10359.81,10359.81,10359.81,10359.81,575.1766512,17:11:59.999
10354.82,10354.82,10354.82,10354.82,579.1450826,17:12:59.999
10348.77,10348.77,10348.77,10348.77,583.2566772,17:13:59.999
10353.82,10350.82,10350.82,10353.82,1563.0495536,17:15:59.999
10369.19,10350.0,10350.0,10369.19,1004.7190519,17:19:59.999
10385.19,10375.19,10375.19,10385.19,944.3291786,17:28:59.999
10385.19,10385.19,10385.19,10385.19,24.6129003,17:29:59.999
10385.19,10385.19,10385.19,10385.19,16.2008964,17:31:59.999
10385.19,10385.19,10385.19,10385.19,8.308152,17:33:59.999
10395.0,10386.8,10386.8,10395.0,5219.13166,17:35:59.999
10442.22,10442.22,10442.22,10442.22,292.6954266,17:39:59.999
10447.77,10447.77,10447.77,10447.77,2100.3152031,17:44:59.999
10500.0,10500.0,10500.0,10500.0,350.49,18:01:59.999
10500.0,10500.0,10500.0,10500.0,26.88,18:06:59.999
10510.0,10510.0,10510.0,10510.0,23.122,18:07:59.999
10486.18,10486.18,10486.18,10486.18,649.4091274,18:13:59.999
10486.18,10486.18,10486.18,10486.18,10.9056272,18:19:59.999
10522.26,10520.0,10520.0,10522.26,241.3698868,18:29:59.999
10520.0,10520.0,10520.0,10520.0,87.4212,18:30:59.999
10520.0,10520.0,10520.0,10520.0,2237.4988,18:31:59.999
10494.56,10494.56,10494.56,10494.56,10.49456,18:32:59.999
10512.0,10512.0,10512.0,10512.0,1812.16368,18:36:59.999
10497.25,10497.25,10497.25,10497.25,75.5802,18:37:59.999
10490.0,10490.0,10490.0,10490.0,87.3817,18:38:59.999
10470.76,10470.76,10470.76,10470.76,62.82456,18:40:59.999
10486.25,10486.25,10486.25,10486.25,24.118375,18:41:59.999
10481.24,10481.24,10481.24,10481.24,24.106852,18:42:59.999
10485.24,10485.24,10485.24,10485.24,11.2192068,18:43:59.999
10454.69,10454.69,10454.69,10454.69,81.3374882,18:47:59.999
10475.57,10461.23,10475.57,10461.23,83.2564035,18:48:59.999
10451.0,10447.64,10451.0,10447.64,82.9757384,18:49:59.999
10487.92,10467.24,10473.24,10470.24,64.3079912,18:50:59.999
10485.27,10485.27,10485.27,10485.27,17.824959,18:51:59.999
10460.64,10460.64,10460.64,10460.64,75.83964,19:01:59.999
10455.0,10448.0,10455.0,10448.0,13681.8694796,19:05:59.999
10401.98,10401.89,10401.98,10401.89,22039.5087844,19:06:59.999
10385.19,10376.07,10385.19,10376.07,81.2730825,19:07:59.999
10381.8,10381.8,10381.8,10381.8,73.606962,19:08:59.999
10422.0,10422.0,10422.0,10422.0,11985.3,19:10:59.999
10425.21,10425.21,10425.21,10425.21,19.9121511,19:20:59.999
10454.83,10433.0,10433.0,10454.83,3918.8508996,19:26:59.999
10461.7,10454.83,10454.83,10461.7,7069.1872254,19:28:59.999
10503.25,10500.0,10500.0,10503.25,24.154225,19:31:59.999
10508.26,10508.26,10508.26,10508.26,10.50826,19:32:59.999
10504.25,10504.25,10504.25,10504.25,37.8153,19:33:59.999
10506.26,10504.25,10506.26,10504.25,1454.6176861,19:34:59.999
10504.25,10504.25,10504.25,10504.25,969.8574025,19:37:59.999
10499.25,10499.25,10499.25,10499.25,508.4786775,19:38:59.999
10495.25,10495.25,10495.25,10495.25,2176.8198025,19:39:59.999
10478.75,10478.75,10478.75,10478.75,507.4858625,19:42:59.999
10499.25,10499.25,10499.25,10499.25,507.533745,19:44:59.999
10497.74,10497.74,10497.74,10497.74,507.4607516,19:45:59.999
10499.25,10499.25,10499.25,10499.25,507.4287525,19:46:59.999
10497.74,10494.75,10494.75,10497.74,230.92038,19:47:59.999
10499.25,10499.25,10499.25,10499.25,1609.8500025,19:48:59.999
10500.0,10500.0,10500.0,10500.0,10.395,19:49:59.999
10500.25,9820.0,10500.25,9820.0,46737.9216175,19:52:59.999
10499.74,10496.74,10499.74,10496.74,2701.7651368,19:57:59.999
10500.74,10500.0,10500.0,10500.74,3127.1457568,19:58:59.999
10510.51,10510.51,10510.51,10510.51,105.1051,20:00:59.999
10563.28,10536.72,10536.72,10563.28,5018.562788,20:02:59.999
10557.28,10557.28,10557.28,10557.28,91.848336,20:03:59.999
10600.0,10600.0,10600.0,10600.0,23.638,20:16:59.999
10600.0,10573.71,10600.0,10573.71,21664.15368,20:17:59.999
10600.0,10583.7,10600.0,10583.7,607.390093,20:26:59.999
10600.0,10600.0,10600.0,10600.0,20792.536,20:27:59.999
10608.69,10608.69,10608.69,10608.69,407.4797829,20:28:59.999
10652.33,10652.33,10652.33,10652.33,84.0468837,20:30:59.999
10640.0,10640.0,10640.0,10640.0,117.6784,20:36:59.999
10640.0,10640.0,10640.0,10640.0,119.9128,20:37:59.999
10640.0,10600.0,10640.0,10600.0,219.9528,20:38:59.999
10510.0,10510.0,10510.0,10510.0,13.1375,20:45:59.999
10581.7,10581.7,10581.7,10581.7,56.929546,21:00:59.999
10585.0,10581.7,10585.0,10581.7,30.058265,21:16:59.999
10635.32,10635.32,10635.32,10635.32,62.4293284,21:28:59.999
10591.7,10591.7,10591.7,10591.7,61.643694,21:32:59.999
10616.68,10616.68,10616.68,10616.68,61.6829108,21:38:59.999
10700.0,10700.0,10700.0,10700.0,237.433,21:50:59.999
10699.0,10699.0,10699.0,10699.0,5349.5,21:51:59.999
10717.0,10695.64,10695.64,10717.0,2763.5316432,21:52:59.999
10700.0,10700.0,10700.0,10700.0,26.857,21:54:59.999
10689.65,10689.65,10689.65,10689.65,1068.965,22:35:59.999
10656.66,10656.66,10656.66,10656.66,10651.33167,22:45:59.999
10656.33,10656.33,10656.33,10656.33,960.2418963,22:49:59.999
10656.33,10656.33,10656.33,10656.33,63.6182901,22:55:59.999
10674.66,10674.66,10674.66,10674.66,85.39728,23:14:59.999
10691.65,10691.65,10691.65,10691.65,15.609809,23:18:59.999
10678.65,10678.65,10678.65,10678.65,104.65077,23:53:59.999
10654.33,10654.33,10654.33,10654.33,999.8023272,00:19:59.999
10592.7,10592.7,10592.7,10592.7,10.5927,01:59:59.999
10633.32,10633.32,10633.32,10633.32,73.7952408,02:15:59.999
10627.68,10627.68,10627.68,10627.68,12.753216,02:41:59.999
10656.33,10656.33,10656.33,10656.33,1598.4495,02:57:59.999
10680.68,10680.68,10680.68,10680.68,49.2379348,03:23:59.999
10632.32,10632.32,10632.32,10632.32,12.8651072,04:05:59.999
10638.32,10638.32,10638.32,10638.32,525.2138584,04:07:59.999
10604.69,10604.69,10604.69,10604.69,62.2495303,04:11:59.999
10622.31,10622.31,10622.31,10622.31,1062.231,04:13:59.999
10609.69,10609.69,10609.69,10609.69,88.5909115,04:20:59.999
10633.68,10633.68,10633.68,10633.68,176.9444352,04:40:59.999
10630.0,10630.0,10630.0,10630.0,15.0946,05:15:59.999
10613.31,10613.31,10613.31,10613.31,71.5337094,05:51:59.999
10647.33,10647.33,10647.33,10647.33,699.9554742,06:02:59.999
10600.0,10600.0,10600.0,10600.0,500.002,06:10:59.999
10549.0,10549.0,10549.0,10549.0,16.13997,06:11:59.999
10528.65,10528.65,10528.65,10528.65,500.953167,06:28:59.999
10551.72,10551.72,10551.72,10551.72,13.0841328,06:50:59.999
10582.29,10558.71,10582.29,10558.71,604.181043,07:09:59.999
10565.71,10565.71,10565.71,10565.71,68.8884292,07:19:59.999
10557.0,10555.0,10557.0,10555.0,450.00701,07:33:59.999
10552.28,10552.28,10552.28,10552.28,339.255802,07:35:59.999
10590.0,10590.0,10590.0,10590.0,10.59,07:59:59.999
10663.09,10663.09,10663.09,10663.09,278.9464344,08:25:59.999
10658.96,10658.96,10658.96,10658.96,123.7505256,08:28:59.999
10662.74,10662.74,10662.74,10662.74,38.1726092,08:33:59.999
10677.92,10677.87,10677.92,10677.87,296.311127,08:38:59.999
10650.0,10650.0,10650.0,10650.0,11.715,08:43:59.999
10665.73,10665.01,10665.01,10665.73,3732.806672,08:45:59.999
10670.45,10670.45,10670.45,10670.45,578.6585035,08:46:59.999
10633.05,10633.05,10633.05,10633.05,189.906273,08:54:59.999
10592.7,10592.7,10592.7,10592.7,5296.35,08:59:59.999
10621.31,10620.31,10620.31,10621.31,1037.5780539,09:00:59.999
10625.31,10625.31,10625.31,10625.31,2550.4994124,09:03:59.999
10624.31,10614.69,10624.31,10614.69,711.435043,09:16:59.999
10617.31,10617.31,10617.31,10617.31,69.3310343,09:18:59.999
10630.0,10630.0,10630.0,10630.0,148.6074,09:22:59.999
10571.34,10569.97,10571.34,10569.97,6584.9511203,09:25:59.999
10622.13,10622.13,10622.13,10622.13,12.746556,09:31:59.999
10608.31,10608.31,10608.31,10608.31,78.0771616,09:34:59.999
10608.31,10608.31,10608.31,10608.31,269.1328247,09:39:59.999
10584.29,10584.29,10584.29,10584.29,99.9156976,10:06:59.999
10585.88,10585.88,10585.88,10585.88,98.0252488,10:08:59.999
10566.71,10566.71,10566.71,10566.71,91.7190428,10:18:59.999
10584.29,10584.29,10584.29,10584.29,490.4759986,10:35:59.999
10570.0,10570.0,10570.0,10570.0,87.2025,10:38:59.999
10560.28,10560.28,10560.28,10560.28,1343.1620132,10:43:59.999
10555.23,10555.23,10555.23,10555.23,149.9898183,11:01:59.999
10632.32,10632.32,10632.32,10632.32,21.0519936,11:19:59.999
10609.69,10609.69,10609.69,10609.69,585.5487911,11:22:59.999
10610.0,10610.0,10610.0,10610.0,8951.9753,11:23:59.999
10605.0,10605.0,10605.0,10605.0,14528.85,11:24:59.999
10600.0,10600.0,10600.0,10600.0,11660.0,11:25:59.999
10610.0,10609.0,10609.0,10610.0,21221.0434,11:26:59.999
10616.31,10598.17,10616.31,10598.17,2447.5584314,11:27:59.999
10599.9,10599.9,10599.9,10599.9,11659.89,11:28:59.999
10605.0,10600.0,10605.0,10602.3,10036.244285,11:32:59.999
10595.0,10595.0,10595.0,10595.0,5297.5,11:33:59.999
10596.3,10595.0,10595.0,10596.3,2792.714769,11:53:59.999
10529.0,10529.0,10529.0,10529.0,10.63429,12:03:59.999
10575.06,10575.06,10575.06,10575.06,1908.6925794,12:04:59.999
10575.06,10568.71,10568.71,10575.06,2507.0978811,12:05:59.999
10615.0,10615.0,10615.0,10615.0,389.67665,12:17:59.999
10622.68,10622.68,10622.68,10622.68,19.7581848,12:19:59.999
10627.4,10627.4,10627.4,10627.4,56.85659,12:46:59.999
10627.4,10627.4,10627.4,10627.4,1825.893594,12:47:59.999
10626.32,10626.32,10626.32,10626.32,265.5517368,12:52:59.999
10585.0,10585.0,10585.0,10585.0,101.4043,12:55:59.999
10580.0,10580.0,10580.0,10580.0,749.9104,12:56:59.999
10560.28,10560.28,10560.28,10560.28,116.2686828,13:21:59.999
10572.29,10572.29,10572.29,10572.29,10.0436755,13:29:59.999
10531.27,10531.27,10531.27,10531.27,24.9591099,13:54:59.999
10505.0,10452.28,10505.0,10452.28,4690.3652064,13:58:59.999
10487.25,10485.24,10487.25,10485.24,1273.8431028,14:06:59.999
10459.23,10456.23,10456.23,10459.23,1449.3243534,14:09:59.999
10428.78,10428.78,10428.78,10428.78,27.4276914,14:17:59.999
10466.24,10466.24,10466.24,10466.24,10.0475904,14:23:59.999
10445.0,10417.13,10445.0,10417.13,20836.325355,14:24:59.999
10417.13,10417.13,10417.13,10417.13,1281.4111613,14:27:59.999
10416.0,10410.88,10416.0,10410.88,2174.815744,14:29:59.999
10416.24,10416.24,10416.24,10416.24,172.0762848,14:31:59.999
10450.24,10450.24,10450.24,10450.24,15.0483456,14:38:59.999
10455.23,10424.78,10424.78,10455.23,1685.9271758,14:39:59.999
10455.0,10455.0,10455.0,10455.0,41.82,14:46:59.999
10448.77,10435.0,10448.77,10435.0,18226.4252,14:53:59.999
10457.0,10455.0,10455.0,10456.76,2522.9763876,14:54:59.999
10465.0,10464.0,10464.0,10465.0,1088.98374,14:55:59.999
10475.24,10475.24,10475.24,10475.24,197.982036,14:57:59.999
10456.0,10456.0,10456.0,10456.0,219.99424,15:04:59.999
10456.0,10456.0,10456.0,10456.0,615.64928,15:16:59.999
10456.0,10456.0,10456.0,10456.0,22.89864,15:17:59.999
10457.76,10457.76,10457.76,10457.76,1368.0841632,15:19:59.999
10479.24,10479.24,10479.24,10479.24,98.4000636,15:22:59.999
10479.24,10479.24,10479.24,10479.24,10.8984096,15:31:59.999
10460.24,10460.24,10460.24,10460.24,20.92048,15:32:59.999
10485.0,10458.76,10458.76,10485.0,115.59685,15:35:59.999
10447.77,10447.77,10447.77,10447.77,111.3732282,15:38:59.999
10470.0,10470.0,10470.0,10470.0,11.0982,15:40:59.999
10455.23,10455.23,10455.23,10455.23,21.0150123,15:45:59.999
10455.23,10455.23,10455.23,10455.23,10.45523,15:46:59.999
10457.23,10455.23,10457.23,10455.23,60.1269525,15:47:59.999
10450.0,10450.0,10450.0,10450.0,30.096,15:49:59.999
10440.0,10432.0,10440.0,10432.0,428.22288,15:51:59.999
10454.77,10454.77,10454.77,10454.77,520.647546,15:54:59.999
10457.23,10457.23,10457.23,10457.23,53.9593068,15:55:59.999
10447.23,10447.23,10447.23,10447.23,1601.4558867,15:56:59.999
10445.23,10440.23,10445.23,10440.23,20.0500416,15:57:59.999
10443.22,10443.22,10443.22,10443.22,537.1992368,15:58:59.999
10435.23,10435.23,10435.23,10435.23,10.0178208,15:59:59.999
10433.22,10433.22,10433.22,10433.22,10.0158912,16:00:59.999
10416.21,10416.21,10416.21,10416.21,39.9982464,16:03:59.999
10488.79,10488.79,10488.79,10488.79,618.83861,16:08:59.999
10475.24,10475.24,10475.24,10475.24,50.0716472,16:10:59.999
10472.24,10472.24,10472.24,10472.24,108.911296,16:12:59.999
10470.0,10470.0,10470.0,10470.0,5297.5059,16:14:59.999
10472.0,10468.0,10468.0,10472.0,11517.8,16:15:59.999
10474.0,10461.76,10474.0,10461.76,4603.8406,16:16:59.999
10477.0,10477.0,10477.0,10477.0,7439.61293,16:17:59.999
10481.0,10481.0,10481.0,10481.0,5974.17,16:18:59.999
10483.78,10483.78,10483.78,10483.78,9120.8886,16:19:59.999
10484.24,10484.24,10484.24,10484.24,10.0648704,16:27:59.999
10484.24,10484.24,10484.24,10484.24,0.4193696,16:31:59.999
10500.0,10488.0,10490.0,10488.0,1878.09466,16:32:59.999
10487.25,10487.25,10487.25,10487.25,209.745,16:33:59.999
10488.25,10488.25,10488.25,10488.25,18944.4015625,16:34:59.999
10488.25,10488.25,10488.25,10488.25,1684.9373625,16:36:59.999
10485.24,10485.24,10485.24,10485.24,107.5785624,16:37:59.999
10480.24,10480.24,10480.24,10480.24,10.48024,16:38:59.999
10484.24,10484.24,10484.24,10484.24,1690.1643304,16:39:59.999
10484.24,10484.24,10484.24,10484.24,104.8424,16:41:59.999
10475.0,10470.0,10475.0,10470.0,357.06775,16:42:59.999
10465.0,10460.0,10465.0,10460.0,573.0227,16:43:59.999
10450.0,10450.0,10450.0,10450.0,522.5,16:44:59.999
10460.0,10460.0,10460.0,10460.0,127.089,16:47:59.999
10450.0,10450.0,10450.0,10450.0,49.0105,16:49:59.999
10449.23,10449.23,10449.23,10449.23,22.0478753,16:50:59.999
10449.23,10449.23,10449.23,10449.23,22.0478753,16:51:59.999
10433.23,10433.23,10433.23,10433.23,10.43323,16:53:59.999
10432.0,10430.0,10432.0,10430.0,600.99184,16:54:59.999
10430.22,10430.22,10430.22,10430.22,1043.022,16:56:59.999
10445.22,10445.22,10445.22,10445.22,1044.522,17:02:59.999
10457.23,10457.23,10457.23,10457.23,2091.446,17:14:59.999
10440.0,10437.22,10440.0,10437.22,2137.4516,17:15:59.999
10475.54,10439.22,10439.22,10475.54,2688.5766966,17:17:59.999
10445.22,10443.22,10445.22,10443.22,20.88844,17:20:59.999
10410.0,10350.0,10410.0,10350.0,6812.7293554,17:25:59.999
10333.0,10333.0,10333.0,10333.0,451.44877,17:26:59.999
10328.65,10266.0,10328.65,10266.0,5407.7793644,17:27:59.999
10300.17,10296.15,10300.17,10296.15,230.8517832,17:28:59.999
10368.7,10350.15,10350.15,10368.7,518.3979,17:29:59.999
10320.83,10320.83,10320.83,10320.83,412.8332,17:31:59.999
10332.83,10332.83,10332.83,10332.83,115.0043979,17:38:59.999
10333.17,10315.83,10332.83,10333.17,20649.88657,17:39:59.999
10288.17,10288.16,10288.17,10288.16,5144.0828252,17:41:59.999
10300.84,10300.84,10300.84,10300.84,5150.42,17:42:59.999
10319.16,10319.16,10319.16,10319.16,10.31916,17:51:59.999
10300.84,10300.84,10300.84,10300.84,51.0921664,18:01:59.999
10300.0,10300.0,10300.0,10300.0,50.058,18:02:59.999
10337.0,10337.0,10337.0,10337.0,724.21022,18:10:59.999
10300.0,10300.0,10300.0,10300.0,26.986,18:19:59.999
10377.19,10377.19,10377.19,10377.19,679.705945,18:23:59.999
10376.19,10355.82,10355.82,10376.19,498.524379,18:26:59.999
10370.19,10370.19,10370.19,10370.19,98.516805,18:28:59.999
10410.94,10410.94,10410.94,10410.94,326.903516,18:30:59.999
10368.19,10368.19,10368.19,10368.19,14.9301936,18:31:59.999
10407.22,10407.22,10407.22,10407.22,337.193928,18:32:59.999
10383.19,10383.19,10383.19,10383.19,1236.637929,18:34:59.999
10489.0,10417.46,10417.46,10489.0,10484.6602,18:35:59.999
10373.19,10373.19,10373.19,10373.19,1991.65248,18:36:59.999
10375.8,10375.8,10375.8,10375.8,10706.995536,18:40:59.999
10375.8,10375.8,10375.8,10375.8,10.064526,18:47:59.999
10380.0,10380.0,10380.0,10380.0,27.8184,19:08:59.999
10380.0,10380.0,10380.0,10380.0,261.7836,19:10:59.999
10356.81,10356.81,10356.81,10356.81,614.3659692,19:11:59.999
10356.81,10356.81,10356.81,10356.81,346.6424307,19:12:59.999
10350.0,10350.0,10350.0,10350.0,359.2485,19:13:59.999
10355.81,10355.81,10355.81,10355.81,372.1878114,19:14:59.999
10355.81,10345.0,10345.0,10347.82,784.4680902,19:15:59.999
10354.82,10354.82,10354.82,10354.82,413.5715108,19:16:59.999
10347.82,10347.82,10347.82,10347.82,427.882357,19:17:59.999
10347.82,10347.82,10347.82,10347.82,442.5762614,19:18:59.999
